competitor_id,name,country,country_code,abbreviation
sr:competitor:675129,"Bielinskyi, Viacheslav",Ukraine,UKR,BIE
sr:competitor:55787,"Olivo, Renzo",Argentina,ARG,OLI
sr:competitor:652290,"Ambrogi, Luciano Emanuel",Argentina,ARG,AMB
sr:competitor:617530,"Wallin, Olle",Sweden,SWE,WAL
sr:competitor:723013,"Pokorny, Lukas",Slovakia,SVK,POK
sr:competitor:873679,"Bondioli, Federico",Italy,ITA,BON
sr:competitor:59304,"Novak, Dennis",Austria,AUT,NOV
sr:competitor:99377,"Kestelboim, Mariano",Argentina,ARG,KES
sr:competitor:422993,"Alcala Gurri, Max",Spain,ESP,ALC
sr:competitor:196440,"Dellavedova, Matthew",Australia,AUS,DEL
sr:competitor:207777,"Imamura, Masamichi",Japan,JPN,IMA
sr:competitor:214824,"Aguilar, Juan Carlos",Canada,CAN,AGU
sr:competitor:177644,"Takahashi, Yusuke",Japan,JPN,TAK
sr:competitor:251025,"Marti Pujolras, Alex",Spain,ESP,MAR
sr:competitor:216502,"Broom, Charles",Great Britain,GBR,BRO
sr:competitor:65382,"Edmund, Kyle",Great Britain,GBR,EDM
sr:competitor:948185,"Mrva, Maxim",Czechia,CZE,MRV
sr:competitor:269571,"Moeller, Marvin",Germany,DEU,MOE
sr:competitor:499100,"Kodat, Toby Alex",USA,USA,KOD
sr:competitor:685469,"Kasnikowski, Maks",Poland,POL,KAS
sr:competitor:51345,"Damm Jr, Martin",USA,USA,DAM
sr:competitor:106153,"Dalla Valle, Enrico",Italy,ITA,DAL
sr:competitor:588075,"Blanch, Dali",USA,USA,BLA
sr:competitor:156826,"van Wyk, Kris",South Africa,ZAF,VAN
sr:competitor:603096,"Riedi, Leandro",Switzerland,CHE,RIE
sr:competitor:508496,"Wiskandt, Max",Germany,DEU,WIS
sr:competitor:574371,"Torres, Juan Bautista",Argentina,ARG,TOR
sr:competitor:303808,"Nijboer, Ryan",Netherlands,NLD,NIJ
sr:competitor:80665,"Polmans, Marc",Australia,AUS,POL
sr:competitor:65576,"Sakamoto, Pedro",Brazil,BRA,SAK
sr:competitor:897995,"Brunclik, Petr",Czechia,CZE,BRU
sr:competitor:312728,"Stewart, Hamish",Great Britain,GBR,STE
sr:competitor:57155,"Jorda Sanchis, David",Spain,ESP,JOR
sr:competitor:341218,"Colson, Tibo",Belgium,BEL,COL
sr:competitor:240320,"Parker, Stuart",Great Britain,GBR,PAR
sr:competitor:71660,"Marterer, Maximilian",Germany,DEU,MAR
sr:competitor:23670,"Stebe, Cedrik-Marcel",Germany,DEU,STE
sr:competitor:763110,"Nicod, Jakub",Czechia,CZE,NIC
sr:competitor:915951,"Radulov, Iliyan",Bulgaria,BGR,RAD
sr:competitor:77007,"Kozlov, Stefan",USA,USA,KOZ
sr:competitor:54975,"Casanova, Hernan",Argentina,ARG,CAS
sr:competitor:286367,"Krutykh, Oleksii",Ukraine,UKR,KRU
sr:competitor:283451,"Rodriguez, Lorenzo Joaquin",Argentina,ARG,ROD
sr:competitor:660427,"Milavsky, Daniel",USA,USA,MIL
sr:competitor:787154,"Campana Lee, Gerard",Republic of Korea,KOR,CAM
sr:competitor:245779,"Martin, Dan",Canada,CAN,MAR
sr:competitor:675527,"Ghibaudo, Antoine",France,FRA,GHI
sr:competitor:155684,"Tokuda, Renta",Japan,JPN,TOK
sr:competitor:79223,"Delaney, Jake",Australia,AUS,DEL
sr:competitor:129368,"Koepfer, Dominik",Germany,DEU,KOE
sr:competitor:353548,"Hernandez, Alex",Mexico,MEX,HER
sr:competitor:38183,"Bagnis, Facundo",Argentina,ARG,BAG
sr:competitor:637536,"Thanos, Aristotelis",Greece,GRC,THA
sr:competitor:117866,"Mukund, Sasikumar",India,IND,MUK
sr:competitor:272281,"Compagnucci, Tommaso",Italy,ITA,COM
sr:competitor:280601,"Oberleitner, Neil",Austria,AUT,OBE
sr:competitor:312438,"Matusevich, Anton",Great Britain,GBR,MAT
sr:competitor:291272,"Paroulek, Tadeas",Czechia,CZE,PAR
sr:competitor:379918,"McKennon, Maxwell",USA,USA,MCK
sr:competitor:319243,"Kumasaka, Takuya",Japan,JPN,KUM
sr:competitor:634350,"Djuric, Branko",Serbia,SRB,DJU
sr:competitor:790404,"Pennaforti, Gabriele",Italy,ITA,PEN
sr:competitor:387066,"Forejtek, Jonas",Czechia,CZE,FOR
sr:competitor:186629,"Kirkin, Ergi",Turkiye,TUR,KIR
sr:competitor:437734,"Shin, Woobin",Republic of Korea,KOR,SHI
sr:competitor:729741,"Pieczkowski, Olaf",Poland,POL,PIE
sr:competitor:364924,"Tudorica, Alvin Nicholas",Canada,CAN,TUD
sr:competitor:310978,"Vylegzhanin, Nikolay",Neutral,,VYL
sr:competitor:269535,"Potenza, Luca",Italy,ITA,POT
sr:competitor:750283,"Isomura, Kokoro",Japan,JPN,ISO
sr:competitor:381022,"Wendelken, Harry",Great Britain,GBR,WEN
sr:competitor:681005,"Borg, Leo",Sweden,SWE,BOR
sr:competitor:208165,"Fomin, Sergey",Uzbekistan,UZB,FOM
sr:competitor:345058,"McCormick, Tristan",USA,USA,MCC
sr:competitor:813476,"Artnak, Bor",Slovenia,SVN,ART
sr:competitor:92667,"Castelnuovo, Luca",Switzerland,CHE,CAS
sr:competitor:435758,"Vanshelboim, Eric",Ukraine,UKR,VAN
sr:competitor:47767,"Lamasine, Tristan",France,FRA,LAM
sr:competitor:452691,"Araujo, Pedro",Portugal,PRT,ARA
sr:competitor:412829,"Matsuda, Ryuki",Japan,JPN,MAT
sr:competitor:505466,"Sekulic, Philip",Australia,AUS,SEK
sr:competitor:861461,"Caniato, Carlo Alberto",Italy,ITA,CAN
sr:competitor:111857,"Ursu, Vadym",Ukraine,UKR,URS
sr:competitor:598418,"Banerjee, Samir",USA,USA,BAN
sr:competitor:498580,"Aboian, Valerio",Argentina,ARG,ABO
sr:competitor:450291,"Fajta, Peter",Hungary,HUN,FAJ
sr:competitor:378320,"Story, James",Great Britain,GBR,STO
sr:competitor:74441,"Couacaud, Enzo",France,FRA,COU
sr:competitor:404811,"Donnet, Etienne",France,FRA,DON
sr:competitor:441534,"Krumich, Martin",Czechia,CZE,KRU
sr:competitor:157754,"Sabalenka, Aryna",Neutral,,SAB
sr:competitor:274013,"Swiatek, Iga",Poland,POL,SWI
sr:competitor:373352,"Gauff, Coco",USA,USA,GAU
sr:competitor:44834,"Pegula, Jessica",USA,USA,PEG
sr:competitor:871583,"Andreeva, Mirra",Neutral,,AND
sr:competitor:35424,"Keys, Madison",USA,USA,KEY
sr:competitor:348760,"Zheng, Qinwen",China,CHN,ZHE
sr:competitor:69208,"Paolini, Jasmine",Italy,ITA,PAO
sr:competitor:281189,"Anisimova, Amanda",USA,USA,ANI
sr:competitor:186312,"Rybakina, Elena",Kazakhstan,KAZ,RYB
sr:competitor:228418,"Navarro, Emma",USA,USA,NAV
sr:competitor:67759,"Alexandrova, Ekaterina",Neutral,,ALE
sr:competitor:85077,"Muchova, Karolina",Czechia,CZE,MUC
sr:competitor:329535,"Tauson, Clara",Denmark,DNK,TAU
sr:competitor:51293,"Svitolina, Elina",Ukraine,UKR,SVI
sr:competitor:133662,"Badosa, Paula",Spain,ESP,BAD
sr:competitor:588071,"Shnaider, Diana",Neutral,,SHN
sr:competitor:132370,"Kasatkina, Daria",Australia,AUS,KAS
sr:competitor:63957,"Bencic, Belinda",Switzerland,CHE,BEN
sr:competitor:128584,"Samsonova, Liudmila",Neutral,,SAM
sr:competitor:78551,"Mertens, Elise",Belgium,BEL,MER
sr:competitor:59702,"Haddad Maia, Beatriz",Brazil,BRA,HAD
sr:competitor:813176,"Mboko, Victoria",Canada,CAN,MBO
sr:competitor:66476,"Osaka, Naomi",Japan,JPN,OSA
sr:competitor:66968,"Kudermetova, Veronika",Neutral,,KUD
sr:competitor:64496,"Ostapenko, Jelena",Latvia,LVA,OST
sr:competitor:91960,"Kenin, Sofia",USA,USA,KEN
sr:competitor:278887,"Kostyuk, Marta",Ukraine,UKR,KOS
sr:competitor:179146,"Kalinskaya, Anna",Neutral,,KAL
sr:competitor:289507,"Fernandez, Leylah Annie",Canada,CAN,FER
sr:competitor:192108,"Yastremska, Dayana",Ukraine,UKR,YAS
sr:competitor:401055,"Noskova, Linda",Czechia,CZE,NOS
sr:competitor:71250,"Frech, Magdalena",Poland,POL,FRE
sr:competitor:272217,"Wang, Xinyu",China,CHN,WAN
sr:competitor:71034,"Sramkova, Rebecca",Slovakia,SVK,SRA
sr:competitor:352782,"Raducanu, Emma",Great Britain,GBR,RAD
sr:competitor:42289,"Linette, Magda",Poland,POL,LIN
sr:competitor:549759,"Krueger, Ashlyn",USA,USA,KRU
sr:competitor:211262,"Danilovic, Olga",Serbia,SRB,DAN
sr:competitor:405057,"Bouzas Maneiro, Jessica",Spain,ESP,BOU
sr:competitor:287769,"Kessler, McCartney",USA,USA,KES
sr:competitor:19520,"Maria, Tatjana",Germany,DEU,MAR
sr:competitor:776340,"Joint, Maya",Australia,AUS,JOI
sr:competitor:105463,"Bouzkova, Marie",Czechia,CZE,BOU
sr:competitor:19546,"Pavlyuchenkova, Anastasia",Neutral,,PAV
sr:competitor:466689,"Boisson, Lois",France,FRA,BOI
sr:competitor:319455,"Baptiste, Hailey",USA,USA,BAP
sr:competitor:62924,"Boulter, Katie",Great Britain,GBR,BOU
sr:competitor:50641,"Vekic, Donna",Croatia,HRV,VEK
sr:competitor:72758,"Cristian, Jaqueline",Romania,ROU,CRI
sr:competitor:459013,"Kartal, Sonay",Great Britain,GBR,KAR
sr:competitor:37508,"Siegemund, Laura",Germany,DEU,SIE
sr:competitor:234150,"Potapova, Anastasia",Neutral,,POT
sr:competitor:360038,"Stearns, Peyton",USA,USA,STE
sr:competitor:45545,"Putintseva, Yulia",Kazakhstan,KAZ,PUT
sr:competitor:256547,"Parks, Alycia",USA,USA,PAR
sr:competitor:110055,"Bronzetti, Lucia",Italy,ITA,BRO
sr:competitor:261583,"Li, Ann",USA,USA,ANN
sr:competitor:246941,"Lys, Eva",Germany,DEU,LYS
sr:competitor:152804,"Vondrousova, Marketa",Czechia,CZE,VON
sr:competitor:58515,"Collins, Danielle",USA,USA,COL
sr:competitor:60398,"Krejcikova, Barbora",Czechia,CZE,KRE
sr:competitor:242630,"Osorio, Camila",Colombia,COL,OSO
sr:competitor:65950,"Sakkari, Maria",Greece,GRC,SAK
sr:competitor:252223,"Rakhimova, Kamilla",Neutral,,RAK
sr:competitor:210716,"Lamens, Suzan",Netherlands,NLD,LAM
sr:competitor:467037,"Kudermetova, Polina",Neutral,,KUD
sr:competitor:225130,"Starodubtseva, Yuliia",Ukraine,UKR,STA
sr:competitor:577513,"Ruzic, Antonia",Croatia,HRV,RUZ
sr:competitor:103901,"Ruse, Elena-Gabriela",Romania,ROU,RUS
sr:competitor:19728,"Cirstea, Sorana",Romania,ROU,CIR
sr:competitor:48455,"Golubic, Viktorija",Switzerland,CHE,GOL
sr:competitor:914135,"Jovic, Iva",USA,USA,JOV
sr:competitor:504238,"Sierra, Solana",Argentina,ARG,SIE
sr:competitor:627278,"Eala, Alexandra",Philippines,PHL,EAL
sr:competitor:72376,"Siniakova, Katerina",Czechia,CZE,SIN
sr:competitor:55401,"Jabeur, Ons",Tunisia,TUN,JAB
sr:competitor:123824,"Dolehide, Caroline",USA,USA,DOL
sr:competitor:34486,"Tomljanovic, Ajla",Australia,AUS,TOM
sr:competitor:192130,"Blinkova, Anna",Neutral,,BLI
sr:competitor:299310,"Sonmez, Zeynep",Turkiye,TUR,SON
sr:competitor:111189,"Zarazua, Renata",Mexico,MEX,ZAR
sr:competitor:105099,"Birrell, Kimberly",Australia,AUS,BIR
sr:competitor:208105,"Arango, Emiliana",Colombia,COL,ARA
sr:competitor:373354,"Cocciaretto, Elisabetta",Italy,ITA,COC
sr:competitor:499098,"Ito, Aoi",Japan,JPN,ITO
sr:competitor:90814,"Teichmann, Jil",Switzerland,CHE,TEI
sr:competitor:246905,"Gracheva, Varvara",France,FRA,GRA
sr:competitor:198488,"Jones, Francesca",Great Britain,GBR,JON
sr:competitor:341112,"Zakharova, Anastasia",Neutral,,ZAK
sr:competitor:406199,"Jacquemot, Elsa",France,FRA,JAC
sr:competitor:35838,"Begu, Irina-Camelia",Romania,ROU,BEG
sr:competitor:112957,"Jeanjean, Leolia",France,FRA,JEA
sr:competitor:335171,"Uchijima, Moyuka",Japan,JPN,UCH
sr:competitor:99131,"Bucsa, Cristina",Spain,ESP,BUC
sr:competitor:728549,"Valentova, Tereza",Czechia,CZE,VAL
sr:competitor:150574,"Bondar, Anna",Hungary,HUN,BON
sr:competitor:41374,"Tomova, Viktoriya",Bulgaria,BGR,TOM
sr:competitor:97995,"Galfi, Dalma",Hungary,HUN,GAL
sr:competitor:41877,"Yuan, Yue",China,CHN,YUA
sr:competitor:242602,"McNally, Catherine",USA,USA,MCC
sr:competitor:88310,"Sherif Ahmed Abdelaziz, Maiar",Egypt,EGY,SHE
sr:competitor:366114,"Avanesyan, Elina",Armenia,ARM,AVA
sr:competitor:762762,"Seidel, Ella",Germany,DEU,SEI
sr:competitor:534045,"Gibson, Talia",Australia,AUS,GIB
sr:competitor:110803,"Minnen, Greet",Belgium,BEL,MIN
sr:competitor:318195,"Parry, Diane",France,FRA,PAR
sr:competitor:124804,"Masarova, Rebeka",Switzerland,CHE,MAS
sr:competitor:343160,"Volynets, Katie",USA,USA,VOL
sr:competitor:67757,"Pera, Bernarda",USA,USA,PER
sr:competitor:741433,"Bejlek, Sara",Czechia,CZE,BEJ
sr:competitor:755469,"Todoni, Anca Alexia",Romania,ROU,TOD
sr:competitor:19607,"Zhang, Shuai",China,CHN,ZHA
sr:competitor:790640,"Marcinko, Petra",Croatia,HRV,MAR
sr:competitor:568715,"Semenistaja, Darja",Latvia,LVA,SEM
sr:competitor:113079,"Grabher, Julia",Austria,AUT,GRA
sr:competitor:26120,"Marino, Rebecca",Canada,CAN,MAR
sr:competitor:42492,"Kawa, Katarzyna",Poland,POL,KAW
sr:competitor:45902,"Sasnovich, Aliaksandra",Neutral,,SAS
sr:competitor:300496,"Sawangkaew, Mananchaya",Thailand,THA,SAW
sr:competitor:286435,"Gadecki, Olivia",Australia,AUS,GAD
sr:competitor:18919,"Lepchenko, Varvara",USA,USA,LEP
sr:competitor:297588,"Romero Gormaz, Leyre",Spain,ESP,ROM
sr:competitor:245295,"Waltert, Simona",Switzerland,CHE,WAL
sr:competitor:141892,"Carle, Maria",Argentina,ARG,CAR
sr:competitor:87834,"Hon, Priscilla",Australia,AUS,HON
sr:competitor:63220,"Ponchet, Jessika",France,FRA,PON
sr:competitor:138452,"Shibahara, Ena",Japan,JPN,SHI
sr:competitor:315609,"Kraus, Sinja",Austria,AUT,KRA
sr:competitor:675191,"Jimenez Kasintseva, Victoria",Andorra,AND,JIM
sr:competitor:19847,"Rus, Arantxa",Netherlands,NLD,RUS
sr:competitor:19017,"Azarenka, Victoria",Neutral,,AZA
sr:competitor:49171,"Parrizas Diaz, Nuria",Spain,ESP,PAR
sr:competitor:254551,"Udvardy, Panna",Hungary,HUN,UDV
sr:competitor:90664,"Kalinina, Anhelina",Ukraine,UKR,KAL
sr:competitor:280657,"Garland, Joanna",Chinese Taipei,TPE,GAR
sr:competitor:260987,"Osuigwe, Whitney",USA,USA,OSU
sr:competitor:369524,"Erjavec, Veronika",Slovenia,SVN,ERJ
sr:competitor:51387,"Townsend, Taylor",USA,USA,TOW
sr:competitor:58053,"Sharma, Astra",Australia,AUS,SHA
sr:competitor:99405,"Inglis, Maddison",Australia,AUS,ING
sr:competitor:150130,"Gao, Xinyu",China,CHN,GAO
sr:competitor:60392,"Sorribes Tormo, Sara",Spain,ESP,SOR
sr:competitor:172590,"Burrage, Jodie",Great Britain,GBR,BUR
sr:competitor:155890,"Stefanini, Lucrezia",Italy,ITA,STE
sr:competitor:784280,"Prozorova, Tatiana",Neutral,,PRO
sr:competitor:262759,"Wang, Xiyu",China,CHN,WAN
sr:competitor:110299,"Zidansek, Tamara",Slovenia,SVN,ZID
sr:competitor:460837,"Tjen, Janice",Indonesia,IDN,TJE
sr:competitor:526975,"Fruhvirtova, Linda",Czechia,CZE,FRU
sr:competitor:71484,"Chirico, Louisa",USA,USA,CHI
sr:competitor:92442,"Fett, Jana",Croatia,HRV,FET
sr:competitor:69988,"Korpatsch, Tamara",Germany,DEU,KOR
sr:competitor:604388,"Tararudee, Lanlana",Thailand,THA,TAR
sr:competitor:40994,"Saville, Daria",Australia,AUS,SAV
sr:competitor:120666,"Stojanovic, Nina",Serbia,SRB,STO
sr:competitor:82307,"Von Deichmann, Kathinka",Liechtenstein,LIE,VON
sr:competitor:595220,"Stakusic, Marina",Canada,CAN,STA
sr:competitor:41404,"Watson, Heather",Great Britain,GBR,WAT
sr:competitor:662615,"Salkova, Dominika",Czechia,CZE,SAL
sr:competitor:205633,"Juvan, Kaja",Slovenia,SVN,JUV
sr:competitor:801414,"Vandewinkel, Hanne",Belgium,BEL,VAN
sr:competitor:445421,"Selekhmeteva, Oksana",Neutral,,SEL
sr:competitor:202363,"Sun, Lulu",New Zealand,NZL,SUN
sr:competitor:227390,"Brancaccio, Nuria",Italy,ITA,BRA
sr:competitor:190882,"Aiava, Destanee",Australia,AUS,AIA
sr:competitor:771430,"Naef, Celine",Switzerland,CHE,NAE
sr:competitor:501894,"Vidmanova, Darja",Czechia,CZE,VID
sr:competitor:92879,"Shymanovich, Iryna",Neutral,,SHY
sr:competitor:52025,"Wang, Yafan",China,CHN,WAN
sr:competitor:380704,"Snigur, Daria",Ukraine,UKR,SNI
sr:competitor:662273,"Andreeva, Erika",Neutral,,AND
sr:competitor:217912,"Andreescu, Bianca",Canada,CAN,AND
sr:competitor:42339,"Garcia, Caroline",France,FRA,GAR
sr:competitor:337813,"Riera, Julia",Argentina,ARG,RIE
sr:competitor:720625,"Radivojevic, Lola",Serbia,SRB,RAD
sr:competitor:235260,"Chwalinska, Maja",Poland,POL,CHW
sr:competitor:789688,"Ngounoue, Clervie",USA,USA,NGO
sr:competitor:874195,"Quevedo, Kaitlin",Spain,ESP,QUE
sr:competitor:206949,"Hontama, Mai",Japan,JPN,HON
sr:competitor:675193,"Costoulas, Sofia",Belgium,BEL,COS
sr:competitor:59662,"Sanchez, Ana Sofia",Mexico,MEX,SAN
sr:competitor:195048,"Branstine, Carson",Canada,CAN,BRA
sr:competitor:255031,"Niemeier, Jule",Germany,DEU,NIE
sr:competitor:499484,"Montgomery, Robin",USA,USA,MON
sr:competitor:72450,"Hibino, Nao",Japan,JPN,HIB
sr:competitor:160190,"Hartono, Arianne",Netherlands,NLD,HAR
sr:competitor:501140,"Klimovicova, Linda",Poland,POL,KLI
sr:competitor:433758,"Wei, Sijia",China,CHN,WEI
sr:competitor:208017,"Maristany Zuleta de Reales, Guiomar",Spain,ESP,MAR
sr:competitor:467035,"Timofeeva, Maria",Neutral,,TIM
sr:competitor:496372,"Koevermans, Anouk",Netherlands,NLD,KOE
sr:competitor:845268,"Korneeva, Alina",Neutral,,KOR
sr:competitor:341216,"Charaeva, Alina",Neutral,,CHA
sr:competitor:19704,"Martic, Petra",Croatia,HRV,MAR
sr:competitor:50655,"Friedsam, Anna-Lena",Germany,DEU,FRI
sr:competitor:728547,"Palicova, Barbora",Czechia,CZE,PAL
sr:competitor:978117,"Jones, Emerson",Australia,AUS,JON
sr:competitor:137932,"Mikulskyte, Justina",Lithuania,LTU,MIK
sr:competitor:155556,"Bulgaru, Miriam Bianca",Romania,ROU,BUL
sr:competitor:282219,"Sakatsume, Himeno",Japan,JPN,SAK
sr:competitor:325729,"Oliynykova, Oleksandra",Ukraine,UKR,OLI
sr:competitor:153652,"Guo, Hanyu",China,CHN,GUO
sr:competitor:130690,"Okamura, Kyoka",Japan,JPN,OKA
sr:competitor:64085,"Pigossi, Laura",Brazil,BRA,PIG
sr:competitor:41372,"Davis, Lauren",USA,USA,DAV
sr:competitor:103375,"Serban, Raluca Georgiana",Cyprus,CYP,SER
sr:competitor:79443,"Cabrera, Lizette",Australia,AUS,CAB
sr:competitor:245711,"Leonard, Manon",France,FRA,LEO
sr:competitor:42839,"Barthel, Mona",Germany,DEU,BAR
sr:competitor:23082,"Rodionova, Arina",Australia,AUS,ROD
sr:competitor:807358,"Rakotomanga Rajaonah, Tiantsoa Sarah",France,FRA,RAK
sr:competitor:453301,"Jorge, Matilde",Portugal,PRT,JOR
sr:competitor:45139,"Papamichail, Despina",Greece,GRC,PAP
sr:competitor:420829,"Inoue, Hina",USA,USA,INO
sr:competitor:256447,"Monnet, Carole",France,FRA,MON
sr:competitor:100341,"Bolkvadze, Mariam",Georgia,GEO,BOL
sr:competitor:751899,"Brace, Cadence",Canada,CAN,BRA
sr:competitor:210558,"Jorge, Francisca",Portugal,PRT,JOR
sr:competitor:234398,"Nahimana, Sada",Burundi,BDI,NAH
sr:competitor:53789,"Dart, Harriet",Great Britain,GBR,DAR
sr:competitor:48486,"Gorgodze, Ekaterine",Georgia,GEO,GOR
sr:competitor:273017,"Mandlik, Elizabeth",USA,USA,MAN
sr:competitor:299270,"Martinez Cirez, Carlota",Spain,ESP,MAR
sr:competitor:122630,"Andrianjafitrimo, Tessah",France,FRA,AND
sr:competitor:896765,"Ishii, Sayaka",Japan,JPN,ISH
sr:competitor:676251,"Wuerth, Tara",Croatia,HRV,WUR
sr:competitor:132988,"MA, Yexin",China,CHN,YEX
sr:competitor:47969,"Werner, Caroline",Germany,DEU,WER
sr:competitor:137948,"Chang, Hanna",USA,USA,CHA
sr:competitor:799304,"Pridankina, Elena",Neutral,,PRI
sr:competitor:978809,"Grant, Tyra Caterina",Italy,ITA,GRA
sr:competitor:19788,"Sevastova, Anastasija",Latvia,LVA,SEV
sr:competitor:129534,"Hruncakova, Viktoria",Slovakia,SVK,HRU
sr:competitor:215598,"Vedder, Eva",Netherlands,NLD,VED
sr:competitor:46591,"Paquet, Chloe",France,FRA,PAQ
sr:competitor:148276,"Zheng, Wushuang",China,CHN,ZHE
sr:competitor:63682,"Lazaro Garcia, Andrea",Spain,ESP,LAZ
sr:competitor:54397,"Tig, Patricia Maria",Romania,ROU,TIG
sr:competitor:96061,"Bandecchi, Susan",Switzerland,CHE,BAN
sr:competitor:130624,"Gasanova, Anastasia",Neutral,,GAS
sr:competitor:36443,"Diyas, Zarina",Kazakhstan,KAZ,DIY
sr:competitor:51839,"Alves, Carolina",Brazil,BRA,ALV
sr:competitor:329009,"Ryser, Valentina",Switzerland,CHE,RYS
sr:competitor:106341,"Knutson, Gabriela",Czechia,CZE,KNU
sr:competitor:675189,"Preston, Taylah",Australia,AUS,PRE
sr:competitor:98733,"Burillo Escorihuela, Irene",Spain,ESP,BUR
sr:competitor:805538,"Cross, Kayla",Canada,CAN,CRO
sr:competitor:739667,"Pedone, Giorgia",Italy,ITA,PED
sr:competitor:52691,"Zhao, Carol",Canada,CAN,ZHA
sr:competitor:721779,"Bartunkova, Nikola",Czechia,CZE,BAR
sr:competitor:289093,"Belgraver, Julie",France,FRA,BEL
sr:competitor:380396,"Kalieva, Elvina",USA,USA,KAL
sr:competitor:51651,"Rosatello, Camilla",Italy,ITA,ROS
sr:competitor:448121,"Rogers, Anna",USA,USA,ROG
sr:competitor:586739,"Ambrosio, Silvia",Italy,ITA,AMB
sr:competitor:115507,"Bolsova, Aliona",Spain,ESP,BOL
sr:competitor:52183,"Bara, Irina Maria",Romania,ROU,BARA
sr:competitor:624838,"Shi, Han",China,CHN,SHI
sr:competitor:183861,"Bassols Ribera, Marina",Spain,ESP,BAS
sr:competitor:403329,"Toth, Amarissa Kiara",Hungary,HUN,TOT
sr:competitor:1020125,"Kostovic, Teodora",Serbia,SRB,KOS
sr:competitor:230112,"Yamaguchi, Mei",Japan,JPN,YAM
sr:competitor:132412,"Fita Boluda, Angela",Spain,ESP,FIT
sr:competitor:603102,"Banks, Amarni",Great Britain,GBR,BAN
sr:competitor:870983,"Saito, Sara",Japan,JPN,SAI
sr:competitor:165866,"Miyazaki, Yuriko Lily",Great Britain,GBR,MIY
sr:competitor:535801,"Schunk, Nastasja",Germany,DEU,SCH
sr:competitor:881849,"Sonobe, Wakana",Japan,JPN,SON
sr:competitor:628190,"Sobolieva, Anastasiia",Ukraine,UKR,SOB
sr:competitor:135192,"Rame, Alice",France,FRA,RAM
sr:competitor:67322,"Tan, Harmony",France,FRA,TAN
sr:competitor:378144,"Karatancheva, Lia",Bulgaria,BGR,KAR
sr:competitor:393654,"Dmitruk, Kristina",Neutral,,DMI
sr:competitor:915129,"Jamrichova, Renata",Slovakia,SVK,JAM
sr:competitor:107327,"In-Albon, Ylena",Switzerland,CHE,IN-
sr:competitor:356694,"Lee, Carol Young Suh",USA,USA,LEE
sr:competitor:80535,"Kaji, Haruka",Japan,JPN,KAJ
sr:competitor:195408,"Shimizu, Ayano",Japan,JPN,SHI
sr:competitor:92877,"Fossa Huergo, Nicole",Italy,ITA,FOS
sr:competitor:849553,"Yao, Xinxin",China,CHN,YAO
sr:competitor:67743,"Gjorcheska, Lina",North Macedonia,MKD,GJO
sr:competitor:1022815,"Akli, Ayana",USA,USA,AKL
sr:competitor:432605,"Makarova, Ekaterina",Neutral,,MAK
sr:competitor:153860,"Trevisan, Martina",Italy,ITA,TRE
sr:competitor:181062,"Kung, Leonie",Switzerland,CHE,KUN
sr:competitor:337811,"Ortenzi, Jazmin",Argentina,ARG,ORT
sr:competitor:655811,"Avdeeva, Julia",Neutral,,AVD
sr:competitor:18910,"Wozniacki, Caroline",Denmark,DNK,WOZ
sr:competitor:19202,"Errani, Sara",Italy,ITA,ERR
sr:competitor:128638,"Sebov, Katherine",Canada,CAN,SEB
sr:competitor:75825,"Bektas, Emina",USA,USA,BEK
sr:competitor:731379,"Geerlings Martinez, Ariana",Spain,ESP,GEE
sr:competitor:55309,"Lee, Gabriela",Romania,ROU,LEE
sr:competitor:282597,"Park, Sohyun",Republic of Korea,KOR,PAR
sr:competitor:41355,"Bogdan, Ana",Romania,ROU,BOG
sr:competitor:505970,"Janicijevic, Selena",France,FRA,JAN
sr:competitor:343066,"Hosogi, Sakura",Japan,JPN,HOS
sr:competitor:227486,"Zantedeschi, Aurora",Italy,ITA,ZAN
sr:competitor:341196,"Back, Dayeon",Republic of Korea,KOR,BAC
sr:competitor:750327,"Iatcenko, Polina",Neutral,,IAT
sr:competitor:45584,"Zhu, Lin",China,CHN,ZHU
sr:competitor:950919,"Oktiabreva, Alisa",Neutral,,OKT
sr:competitor:436690,"Tkacheva, Mariia",Neutral,,TKA
sr:competitor:784898,"Giovannini, Luisina",Argentina,ARG,GIO
sr:competitor:378226,"Crawley, Fiona",USA,USA,CRA
sr:competitor:51943,"Strakhova, Valeriya",Ukraine,UKR,STR
sr:competitor:208125,"Liang, En-Shuo",Chinese Taipei,TPE,LIA
sr:competitor:679319,"Stoiana, Mary",USA,USA,STO
sr:competitor:52533,"Jakupovic, Dalila",Slovenia,SVN,JAK
sr:competitor:225046,"Burel, Clara",France,FRA,BUR
sr:competitor:134532,"You, Xiaodi",China,CHN,YOU
sr:competitor:194690,"Mateas, Maria",USA,USA,MAT
sr:competitor:720629,"Ristic, Mia",Serbia,SRB,RIS
sr:competitor:157150,"Boskovic, Lea",Croatia,HRV,BOS
sr:competitor:510530,"Abe, Hiromi",Japan,JPN,ABE
sr:competitor:118052,"Oz, Ipek",Turkiye,TUR,IPE
sr:competitor:189384,"Kulambayeva, Zhibek",Kazakhstan,KAZ,KUL
sr:competitor:517296,"Falei, Aliona",Neutral,,FAL
sr:competitor:319349,"Rouvroy, Margaux",France,FRA,ROU
sr:competitor:299308,"Smith, Tina Nadine",Australia,AUS,SMI
